celltype	ExpressionInThisCellType(TPM)	FoldEnrichmentOverNextBestCellType	geneID	geneType	geneStatus	GeneID_human_gencode21	GeneID_human	GeneName	GeneID_mouse	Identity	Confidence	geneID_expressionMatrixID	WGCNAModuleID
neuron	65.2115648157041	12.2558684479156	ENSMUSG00000045349.11	protein_coding	KNOWN	ENSG00000189410.9	ENSG00000189410	SH2D5	ENSMUSG00000045349	88	1	ENSG00000189410|SH2D5	ME12
neuron	14.0208861247252	5.67012166778263	ENSMUSG00000041771.9	protein_coding	KNOWN	ENSG00000140090.15	ENSG00000140090	SLC24A4	ENSMUSG00000041771	92	1	ENSG00000140090|SLC24A4	ME12
neuron	217.230481568901	9.25495058387562	ENSMUSG00000043079.13	protein_coding	KNOWN	ENSG00000171992.10	ENSG00000171992	SYNPO	ENSMUSG00000043079	58	1	ENSG00000171992|SYNPO	ME12
neuron	649.521468954262	20.3724578902378	ENSMUSG00000032011.4	protein_coding	KNOWN	ENSG00000154096.11	ENSG00000154096	THY1	ENSMUSG00000032011	70	1	ENSG00000154096|THY1	ME12
neuron	23.8115948657597	6.29669445079019	ENSMUSG00000038112.11	protein_coding	KNOWN	ENSG00000110002.13	ENSG00000110002	VWA5A	ENSMUSG00000038112	66	1	ENSG00000110002|VWA5A	ME12
neuron	672.464003558076	5.52361026514494	ENSMUSG00000031328.11	protein_coding	KNOWN	ENSG00000196924.12	ENSG00000196924	FLNA	ENSMUSG00000031328	97	1	ENSG00000196924|FLNA	ME13
neuron	389.817474663943	5.96154124766896	ENSMUSG00000002767.9	protein_coding	KNOWN	ENSG00000112651.9	ENSG00000112651	MRPL2	ENSMUSG00000002767	84	1	ENSG00000112651|MRPL2	ME14
neuron	838.649786116468	5.65943543000548	ENSMUSG00000023089.8	protein_coding	KNOWN	ENSG00000128609.12	ENSG00000128609	NDUFA5	ENSMUSG00000023089	78	1	ENSG00000128609|NDUFA5	ME14
neuron	2075.51309025897	5.12920825086559	ENSMUSG00000037152.7	protein_coding	KNOWN	ENSG00000109390.9	ENSG00000109390	NDUFC1	ENSMUSG00000037152	75	1	ENSG00000109390|NDUFC1	ME14
neuron	113.92051724483	9.29095014394454	ENSMUSG00000087651.2	protein_coding	KNOWN	ENSG00000235162.6	ENSG00000235162	C12orf75	ENSMUSG00000087651	86	1	ENSG00000235162|C12ORF75	ME15
neuron	1066.18326674657	11.2694653345392	ENSMUSG00000050621.6	protein_coding	KNOWN	ENSG00000177954.9	ENSG00000177954	RPS27	ENSMUSG00000050621	100	1	ENSG00000177954|RPS27	ME15
neuron	470.930126005152	10.7176226163996	ENSMUSG00000090071.4	protein_coding	KNOWN	ENSG00000171450.5	ENSG00000171450	CDK5R2	ENSMUSG00000090071	96	1	ENSG00000171450|CDK5R2	ME18
neuron	281.385742529294	30.8215791297452	ENSMUSG00000024268.11	protein_coding	KNOWN	ENSG00000101489.16	ENSG00000101489	CELF4	ENSMUSG00000024268	99	1	ENSG00000101489|CELF4	ME18
neuron	226.866047859548	22.0692126618046	ENSMUSG00000072825.6	protein_coding	KNOWN	ENSG00000099814.13	ENSG00000099814	CEP170B	ENSMUSG00000072825	78	1	ENSG00000099814|CEP170B	ME18
neuron	33.0717080371175	63.1416495795556	ENSMUSG00000047155.9	protein_coding	KNOWN	ENSG00000186377.7	ENSG00000186377	CYP4X1	ENSMUSG00000047155	71	1	ENSG00000186377|CYP4X1	ME18
neuron	3163.4223861951	19.9121120670277	ENSMUSG00000020886.12	protein_coding	KNOWN	ENSG00000132535.16	ENSG00000132535	DLG4	ENSMUSG00000020886	93	1	ENSG00000132535|DLG4	ME18
neuron	322.50075253496	15.759553581423	ENSMUSG00000041986.11	protein_coding	KNOWN	ENSG00000110675.10	ENSG00000110675	ELMOD1	ENSMUSG00000041986	94	1	ENSG00000110675|ELMOD1	ME18
neuron	24.7977724797911	13.7721633356555	ENSMUSG00000078235.3	protein_coding	KNOWN	ENSG00000183114.7	ENSG00000183114	FAM43B	ENSMUSG00000078235	91	1	ENSG00000183114|FAM43B	ME18
neuron	38.5506634974803	6.08430323705882	ENSMUSG00000047013.11	protein_coding	KNOWN	ENSG00000163013.9	ENSG00000163013	FBXO41	ENSMUSG00000047013	97	1	ENSG00000163013|FBXO41	ME18
neuron	36.6058885536909	40.2190593066024	ENSMUSG00000049176.10	protein_coding	KNOWN	ENSG00000169933.10	ENSG00000169933	FRMPD4	ENSMUSG00000049176	90	1	ENSG00000169933|FRMPD4	ME18
neuron	1484.41595037307	7.08021489041537	ENSMUSG00000071658.4	protein_coding	KNOWN	ENSG00000162188.5	ENSG00000162188	GNG3	ENSMUSG00000071658	100	1	ENSG00000162188|GNG3	ME18
neuron	18.8874903305594	46.8988641173516	ENSMUSG00000006711.11	protein_coding	KNOWN	ENSG00000137261.11	ENSG00000137261	KIAA0319	ENSMUSG00000006711	76	1	ENSG00000137261|KIAA0319	ME18
neuron	37.3556617591221	38.1472173599508	ENSMUSG00000061578.8	protein_coding	KNOWN	ENSG00000171435.11	ENSG00000171435	KSR2	ENSMUSG00000061578	96	1	ENSG00000171435|KSR2	ME18
neuron	74.5248654635411	6.30997225836459	ENSMUSG00000048814.6	protein_coding	KNOWN	ENSG00000170500.10	ENSG00000170500	LONRF2	ENSMUSG00000048814	53	1	ENSG00000170500|LONRF2	ME18
neuron	390.893718686651	102.204839831352	ENSMUSG00000022054.7	protein_coding	KNOWN	ENSG00000104722.11	ENSG00000104722	NEFM	ENSMUSG00000022054	84	1	ENSG00000104722|NEFM	ME18
neuron	287.009020814595	10.679136330508	ENSMUSG00000022421.14	protein_coding	KNOWN	ENSG00000221890.2	ENSG00000221890	NPTXR	ENSMUSG00000022421	89	1	ENSG00000221890|NPTXR	ME18
neuron	130.84095594489	5.41123529820184	ENSMUSG00000049225.10	protein_coding	KNOWN	ENSG00000164951.13	ENSG00000164951	PDP1	ENSMUSG00000049225	98	1	ENSG00000164951|PDP1	ME18
neuron	240.900013702372	6.26344884274501	ENSMUSG00000032827.11	protein_coding	KNOWN	ENSG00000158528.9	ENSG00000158528	PPP1R9A	ENSMUSG00000032827	71	1	ENSG00000158528|PPP1R9A	ME18
neuron	562.032925507235	12.6419169700218	ENSMUSG00000025855.9	protein_coding	KNOWN	ENSG00000188191.12	ENSG00000188191	PRKAR1B	ENSMUSG00000025855	95	1	ENSG00000188191|PRKAR1B	ME18
neuron	179.620200744998	34.6806335267762	ENSMUSG00000030350.8	protein_coding	KNOWN	ENSG00000111218.9	ENSG00000111218	PRMT8	ENSMUSG00000030350	98	1	ENSG00000111218|PRMT8	ME18
neuron	396.12770251822	8.46298522963698	ENSMUSG00000052584.9	protein_coding	KNOWN	ENSG00000151778.8	ENSG00000151778	SERP2	ENSMUSG00000052584	100	1	ENSG00000151778|SERP2	ME18
neuron	84.8911934740769	6.35188143344117	ENSMUSG00000029141.12	protein_coding	KNOWN	ENSG00000163798.11	ENSG00000163798	SLC4A1AP	ENSMUSG00000029141	72	1	ENSG00000163798|SLC4A1AP	ME18
neuron	443.936918740226	22.8453210591173	ENSMUSG00000035864.10	protein_coding	KNOWN	ENSG00000067715.11	ENSG00000067715	SYT1	ENSMUSG00000035864	98	1	ENSG00000067715|SYT1	ME18
neuron	118.48471259981	5.73447377202561	ENSMUSG00000003134.6	protein_coding	KNOWN	ENSG00000204634.10	ENSG00000204634	TBC1D8	ENSMUSG00000003134	92	1	ENSG00000204634|TBC1D8	ME18
neuron	288.870098210193	5.24305380825168	ENSMUSG00000020993.8	protein_coding	KNOWN	ENSG00000182400.12	ENSG00000182400	TRAPPC6B	ENSMUSG00000020993	97	1	ENSG00000182400|TRAPPC6B	ME18
neuron	19.7668922833543	44.7510159374726	ENSMUSG00000041710.4	protein_coding	KNOWN	ENSG00000072315.3	ENSG00000072315	TRPC5	ENSMUSG00000041710	97	1	ENSG00000072315|TRPC5	ME18
neuron	80.478942237682	13.8196438091003	ENSMUSG00000039375.12	protein_coding	KNOWN	ENSG00000150627.13	ENSG00000150627	WDR17	ENSMUSG00000039375	87	1	ENSG00000150627|WDR17	ME18
neuron	254.388707088339	6.01468378570781	ENSMUSG00000020288.9	protein_coding	KNOWN	ENSG00000173209.20	ENSG00000173209	AHSA2	ENSMUSG00000020288	77	1	ENSG00000173209|AHSA2	ME19
neuron	28.3717240264615	5.22606981086208	ENSMUSG00000078958.5	protein_coding	KNOWN	ENSG00000205464.9	ENSG00000205464	ATP6AP1L	ENSMUSG00000078958	66	1	ENSG00000205464|ATP6AP1L	ME19
neuron	264.125335288143	7.35261538375173	ENSMUSG00000051149.11	protein_coding	KNOWN	ENSG00000101126.13	ENSG00000101126	ADNP	ENSMUSG00000051149	94	1	ENSG00000101126|ADNP	ME2
neuron	214.670129531251	6.77665808683938	ENSMUSG00000026933.13	protein_coding	KNOWN	ENSG00000130559.16	ENSG00000130559	CAMSAP1	ENSMUSG00000026933	85	1	ENSG00000130559|CAMSAP1	ME2
neuron	178.247743606392	9.01196245437947	ENSMUSG00000028137.5	protein_coding	KNOWN	ENSG00000159409.12	ENSG00000159409	CELF3	ENSMUSG00000028137	100	1	ENSG00000159409|CELF3	ME2
neuron	162.396846805443	29.8056226672687	ENSMUSG00000023473.7	protein_coding	KNOWN	ENSG00000008300.12	ENSG00000008300	CELSR3	ENSMUSG00000023473	92	1	ENSG00000008300|CELSR3	ME2
neuron	408.513444398662	11.2985310503911	ENSMUSG00000057335.7	protein_coding	KNOWN	ENSG00000143702.13	ENSG00000143702	CEP170	ENSMUSG00000057335	89	1	ENSG00000143702|CEP170	ME2
neuron	68.6302241550397	12.6701545395691	ENSMUSG00000044647.12	protein_coding	KNOWN	ENSG00000178662.13	ENSG00000178662	CSRNP3	ENSMUSG00000044647	93	1	ENSG00000178662|CSRNP3	ME2
neuron	163.746585717508	9.26819387126446	ENSMUSG00000044548.7	protein_coding	KNOWN	ENSG00000165617.12	ENSG00000165617	DACT1	ENSMUSG00000044548	81	1	ENSG00000165617|DACT1	ME2
neuron	1239.36618060731	17.2845387996112	ENSMUSG00000034675.13	protein_coding	KNOWN	ENSG00000113758.11	ENSG00000113758	DBN1	ENSMUSG00000034675	82	1	ENSG00000113758|DBN1	ME2
neuron	52.844104356837	6.44666250709029	ENSMUSG00000029821.11	protein_coding	KNOWN	ENSG00000105928.11	ENSG00000105928	DFNA5	ENSMUSG00000029821	72	1	ENSG00000105928|DFNA5	ME2
neuron	68.5507507206126	10.1532480409211	ENSMUSG00000031093.10	protein_coding	KNOWN	ENSG00000147251.13	ENSG00000147251	DOCK11	ENSMUSG00000031093	97	1	ENSG00000147251|DOCK11	ME2
neuron	302.240476856056	5.87596488495401	ENSMUSG00000027430.8	protein_coding	KNOWN	ENSG00000125821.9	ENSG00000125821	DTD1	ENSMUSG00000027430	95	1	ENSG00000125821|DTD1	ME2
neuron	92.2630701402141	18.3356472720545	ENSMUSG00000037259.11	protein_coding	KNOWN	ENSG00000089091.14	ENSG00000089091	DZANK1	ENSMUSG00000037259	78	1	ENSG00000089091|DZANK1	ME2
neuron	536.867885227841	10.385362871615	ENSMUSG00000039735.11	protein_coding	KNOWN	ENSG00000137942.14	ENSG00000137942	FNBP1L	ENSMUSG00000039735	98	1	ENSG00000137942|FNBP1L	ME2
neuron	48.7902579102485	8.25570434951613	ENSMUSG00000028051.6	protein_coding	KNOWN	ENSG00000143630.7	ENSG00000143630	HCN3	ENSMUSG00000028051	95	1	ENSG00000143630|HCN3	ME2
neuron	240.921077231406	448.157955560679	ENSMUSG00000035551.6	protein_coding	KNOWN	ENSG00000137142.4	ENSG00000137142	IGFBPL1	ENSMUSG00000035551	74	1	ENSG00000137142|IGFBPL1	ME2
neuron	23.5135640953337	7.22215655648922	ENSMUSG00000002578.11	protein_coding	KNOWN	ENSG00000123411.12	ENSG00000123411	IKZF4	ENSMUSG00000002578	97	1	ENSG00000123411|IKZF4	ME2
neuron	217.832680624515	5.95279044382971	ENSMUSG00000021693.15	protein_coding	KNOWN	ENSG00000068796.14	ENSG00000068796	KIF2A	ENSMUSG00000021693	94	1	ENSG00000068796|KIF2A	ME2
neuron	18.1505279771055	157.712792735694	ENSMUSG00000056972.5	protein_coding	KNOWN	ENSG00000254585.2	ENSG00000254585	MAGEL2	ENSMUSG00000056972	65	1	ENSG00000254585|MAGEL2	ME2
neuron	51.7962439103501	43.0774865092921	ENSMUSG00000039372.5	protein_coding	KNOWN	ENSG00000144583.4	ENSG00000144583	MARCH4	ENSMUSG00000039372	90	1	ENSG00000144583|MARCH4	ME2
neuron	335.616575503201	7.80723967572164	ENSMUSG00000003810.8	protein_coding	KNOWN	ENSG00000086015.18	ENSG00000086015	MAST2	ENSMUSG00000003810	88	1	ENSG00000086015|MAST2	ME2
neuron	12.7541587011727	5.88884354373577	ENSMUSG00000043346.8	protein_coding	KNOWN	ENSG00000170191.4	ENSG00000170191	NANP	ENSMUSG00000043346	94	1	ENSG00000170191|NANP	ME2
neuron	213.7219830861	6.71603113849375	ENSMUSG00000039804.11	protein_coding	KNOWN	ENSG00000124160.9	ENSG00000124160	NCOA5	ENSMUSG00000039804	93	1	ENSG00000124160|NCOA5	ME2
neuron	157.549573399701	6.47065814189551	ENSMUSG00000041923.11	protein_coding	KNOWN	ENSG00000101746.13	ENSG00000101746	NOL4	ENSMUSG00000041923	82	1	ENSG00000101746|NOL4	ME2
neuron	220.366013885114	45.197497104883	ENSMUSG00000045348.11	protein_coding	KNOWN	ENSG00000166924.6	ENSG00000166924	NYAP1	ENSMUSG00000045348	90	1	ENSG00000166924|NYAP1	ME2
neuron	36.1575434137675	5.16253011931079	ENSMUSG00000020273.9	protein_coding	KNOWN	ENSG00000115421.10	ENSG00000115421	PAPOLG	ENSMUSG00000020273	93	1	ENSG00000115421|PAPOLG	ME2
neuron	10.1556852375484	7.09303677611974	ENSMUSG00000104148.1	protein_coding	KNOWN	ENSG00000204969.6	ENSG00000204969	PCDHA2	ENSMUSG00000104148	87	1	ENSG00000204969|PCDHA2	ME2
neuron	80.6541539299393	5.9585841757236	ENSMUSG00000054280.10	protein_coding	KNOWN	ENSG00000183530.11	ENSG00000183530	PRR14L	ENSMUSG00000054280	52	1	ENSG00000183530|PRR14L	ME2
neuron	367.302481866055	7.14628306041137	ENSMUSG00000018012.7	protein_coding	KNOWN	ENSG00000169750.6	ENSG00000169750	RAC3	ENSMUSG00000018012	100	1	ENSG00000169750|RAC3	ME2
neuron	119.193817073594	7.45294406582486	ENSMUSG00000040929.12	protein_coding	KNOWN	ENSG00000080298.13	ENSG00000080298	RFX3	ENSMUSG00000040929	99	1	ENSG00000080298|RFX3	ME2
neuron	337.590964501473	98.0813884213309	ENSMUSG00000052516.13	protein_coding	KNOWN	ENSG00000185008.15	ENSG00000185008	ROBO2	ENSMUSG00000052516	94	1	ENSG00000185008|ROBO2	ME2
neuron	421.25829346354	5.46685897067741	ENSMUSG00000022456.11	protein_coding	KNOWN	ENSG00000100167.17	ENSG00000100167	SEPT3	ENSMUSG00000022456	91	1	ENSG00000100167|SEPT3	ME2
neuron	11.8303230959382	403.123607312938	ENSMUSG00000103866.1	protein_coding	KNOWN	ENSG00000152217.14	ENSG00000152217	SETBP1	ENSMUSG00000103866	90	1	ENSG00000152217|SETBP1	ME2
neuron	66.1724520255703	7.57269790234801	ENSMUSG00000043183.14	protein_coding	KNOWN	ENSG00000170085.15	ENSG00000170085	SIMC1	ENSMUSG00000043183	85	1	ENSG00000170085|SIMC1	ME2
neuron	63.6923703995597	11.7900665192999	ENSMUSG00000031906.8	protein_coding	KNOWN	ENSG00000103056.9	ENSG00000103056	SMPD3	ENSMUSG00000031906	91	1	ENSG00000103056|SMPD3	ME2
neuron	67.9886546154809	9.94228548884807	ENSMUSG00000029123.7	protein_coding	KNOWN	ENSG00000152953.10	ENSG00000152953	STK32B	ENSMUSG00000029123	92	1	ENSG00000152953|STK32B	ME2
neuron	46.075245143302	16.2495107396726	ENSMUSG00000052302.5	protein_coding	KNOWN	ENSG00000111490.10	ENSG00000111490	TBC1D30	ENSMUSG00000052302	91	1	ENSG00000111490|TBC1D30	ME2
neuron	77.2272430089773	16.9482206666847	ENSMUSG00000028845.11	protein_coding	KNOWN	ENSG00000092850.9	ENSG00000092850	TEKT2	ENSMUSG00000028845	84	1	ENSG00000092850|TEKT2	ME2
neuron	114.509986671709	5.98387909168835	ENSMUSG00000042766.13	protein_coding	KNOWN	ENSG00000163462.15	ENSG00000163462	TRIM46	ENSMUSG00000042766	98	1	ENSG00000163462|TRIM46	ME2
neuron	140.443667153743	10.56172022427	ENSMUSG00000051502.6	protein_coding	KNOWN	ENSG00000176125.4	ENSG00000176125	UFSP1	ENSMUSG00000051502	75	1	ENSG00000176125|UFSP1	ME2
neuron	233.501677998198	15.5051327577258	ENSMUSG00000040325.12	protein_coding	KNOWN	ENSG00000145041.13	ENSG00000145041	VPRBP	ENSMUSG00000040325	92	1	ENSG00000145041|VPRBP	ME2
neuron	45.2171445553295	6.04595663548753	ENSMUSG00000040721.9	protein_coding	KNOWN	ENSG00000136367.13	ENSG00000136367	ZFHX2	ENSMUSG00000040721	85	1	ENSG00000136367|ZFHX2	ME2
neuron	53.9009392409114	7.16341460367386	ENSMUSG00000028389.6	protein_coding	KNOWN	ENSG00000136866.11	ENSG00000136866	ZFP37	ENSMUSG00000028389	68	1	ENSG00000136866|ZFP37	ME2
neuron	147.346860075358	5.23918725805098	ENSMUSG00000042446.12	protein_coding	KNOWN	ENSG00000146463.9	ENSG00000146463	ZMYM4	ENSMUSG00000042446	94	1	ENSG00000146463|ZMYM4	ME2
neuron	152.57554358721	5.62935057329804	ENSMUSG00000060206.7	protein_coding	KNOWN	ENSG00000148143.10	ENSG00000148143	ZNF462	ENSMUSG00000060206	93	1	ENSG00000148143|ZNF462	ME2
neuron	30.1282883774251	6.15488876435768	ENSMUSG00000078768.2	protein_coding	KNOWN	ENSG00000186017.12	ENSG00000186017	ZNF566	ENSMUSG00000078768	74	1	ENSG00000186017|ZNF566	ME2
neuron	299.254701809655	10.5572137883371	ENSMUSG00000064317.4	protein_coding	KNOWN	ENSG00000130332.12	ENSG00000130332	LSM7	ENSMUSG00000064317	97	1	ENSG00000130332|LSM7	ME20
neuron	50.1253332562938	11.4055614836086	ENSMUSG00000072381.2	protein_coding	KNOWN	ENSG00000108961.11	ENSG00000108961	RANGRF	ENSMUSG00000072381	81	1	ENSG00000108961|RANGRF	ME20
neuron	18.1742530535325	12.0339553660855	ENSMUSG00000021534.7	protein_coding	KNOWN	ENSG00000215217.4	ENSG00000215217	C5orf49	ENSMUSG00000021534	74	1	ENSG00000215217|C5ORF49	ME21
neuron	13.8943474087305	6.10180269881378	ENSMUSG00000096141.2	protein_coding	KNOWN	ENSG00000118997.11	ENSG00000118997	DNAH7	ENSMUSG00000096141	89	1	ENSG00000118997|DNAH7	ME21
neuron	22.4223877056685	95.2607655967457	ENSMUSG00000020562.6	protein_coding	KNOWN	ENSG00000185055.8	ENSG00000185055	EFCAB10	ENSMUSG00000020562	69	1	ENSG00000185055|EFCAB10	ME21
neuron	51.1779242146872	5.06218765667229	ENSMUSG00000038570.10	protein_coding	KNOWN	ENSG00000188659.7	ENSG00000188659	FAM154B	ENSMUSG00000038570	83	1	ENSG00000188659|FAM154B	ME21
neuron	11.5116893116549	8.31357631271614	ENSMUSG00000024033.9	protein_coding	KNOWN	ENSG00000160188.7	ENSG00000160188	RSPH1	ENSMUSG00000024033	76	1	ENSG00000160188|RSPH1	ME21
neuron	34.1813434907749	5.21414197965959	ENSMUSG00000020895.10	protein_coding	KNOWN	ENSG00000179029.12	ENSG00000179029	TMEM107	ENSMUSG00000020895	75	1	ENSG00000179029|TMEM107	ME21
neuron	31.6445433082525	5.75502452014185	ENSMUSG00000012126.12	protein_coding	KNOWN	ENSG00000158062.18	ENSG00000158062	UBXN11	ENSMUSG00000012126	76	1	ENSG00000158062|UBXN11	ME21
neuron	565.011057110782	5.38896376934188	ENSMUSG00000029686.11	protein_coding	KNOWN	ENSG00000055130.13	ENSG00000055130	CUL1	ENSMUSG00000029686	100	1	ENSG00000055130|CUL1	ME22
neuron	200.634612312146	8.68861559908745	ENSMUSG00000016346.13	protein_coding	KNOWN	ENSG00000075043.15	ENSG00000075043	KCNQ2	ENSMUSG00000016346	95	1	ENSG00000075043|KCNQ2	ME22
neuron	516.554201529266	7.99831192518963	ENSMUSG00000024969.11	protein_coding	KNOWN	ENSG00000072518.18	ENSG00000072518	MARK2	ENSMUSG00000024969	97	1	ENSG00000072518|MARK2	ME22
neuron	324.063931447282	6.75250509463431	ENSMUSG00000039262.12	protein_coding	KNOWN	ENSG00000130723.15	ENSG00000130723	PRRC2B	ENSMUSG00000039262	84	1	ENSG00000130723|PRRC2B	ME22
neuron	129.549315942023	26.2439883138509	ENSMUSG00000032355.12	protein_coding	KNOWN	ENSG00000146147.12	ENSG00000146147	MLIP	ENSMUSG00000032355	19	1	ENSG00000146147|MLIP	ME23
neuron	108.920028421434	7.16826828079484	ENSMUSG00000030188.8	protein_coding	KNOWN	ENSG00000111196.7	ENSG00000111196	MAGOHB	ENSMUSG00000030188	98	1	ENSG00000111196|MAGOHB	ME24
neuron	801.513356751501	9.73584653092439	ENSMUSG00000078126.3	protein_coding	KNOWN	ENSG00000198242.11	ENSG00000198242	RPL23A	ENSMUSG00000078126	99	1	ENSG00000198242|RPL23A	ME24
neuron	45.5449313296028	5.12346029548551	ENSMUSG00000031671.6	protein_coding	KNOWN	ENSG00000103037.9	ENSG00000103037	SETD6	ENSMUSG00000031671	78	1	ENSG00000103037|SETD6	ME26
neuron	54.4459339272041	12.5332465964564	ENSMUSG00000034796.10	protein_coding	KNOWN	ENSG00000178773.12	ENSG00000178773	CPNE7	ENSMUSG00000034796	79	1	ENSG00000178773|CPNE7	ME28
neuron	10.4738410057262	9.95245133505265	ENSMUSG00000024798.11	protein_coding	KNOWN	ENSG00000148680.13	ENSG00000148680	HTR7	ENSMUSG00000024798	87	1	ENSG00000148680|HTR7	ME28
neuron	210.985811922868	8.07978728087408	ENSMUSG00000032965.6	protein_coding	KNOWN	ENSG00000114446.4	ENSG00000114446	IFT57	ENSMUSG00000032965	91	1	ENSG00000114446|IFT57	ME28
neuron	27.3433327898588	7.91696648724792	ENSMUSG00000064225.6	protein_coding	KNOWN	ENSG00000188582.6	ENSG00000188582	PAQR9	ENSMUSG00000064225	92	1	ENSG00000188582|PAQR9	ME28
neuron	16.4682374245475	13.4908119516718	ENSMUSG00000006342.10	protein_coding	KNOWN	ENSG00000099994.10	ENSG00000099994	SUSD2	ENSMUSG00000006342	75	1	ENSG00000099994|SUSD2	ME28
neuron	15.8852638668387	5.3272807333552	ENSMUSG00000074971.4	protein_coding	KNOWN	ENSG00000176971.3	ENSG00000176971	FIBIN	ENSMUSG00000074971	93	1	ENSG00000176971|FIBIN	ME3
neuron	66.8326290796329	5.07307128055383	ENSMUSG00000020721.12	protein_coding	KNOWN	ENSG00000198265.9	ENSG00000198265	HELZ	ENSMUSG00000020721	92	1	ENSG00000198265|HELZ	ME3
neuron	28.9187798723496	6.04096330236717	ENSMUSG00000055862.6	protein_coding	KNOWN	ENSG00000099840.11	ENSG00000099840	IZUMO4	ENSMUSG00000055862	74	1	ENSG00000099840|IZUMO4	ME3
neuron	128.464198544202	5.25778030809541	ENSMUSG00000029167.9	protein_coding	KNOWN	ENSG00000109819.6	ENSG00000109819	PPARGC1A	ENSMUSG00000029167	95	1	ENSG00000109819|PPARGC1A	ME3
neuron	403.508484014127	5.62865796818972	ENSMUSG00000024925.6	protein_coding	KNOWN	ENSG00000172922.6	ENSG00000172922	RNASEH2C	ENSMUSG00000024925	66	1	ENSG00000172922|RNASEH2C	ME3
neuron	376.549381766836	37.533940107042	ENSMUSG00000026504.13	protein_coding	KNOWN	ENSG00000054282.13	ENSG00000054282	SDCCAG8	ENSMUSG00000026504	78	1	ENSG00000054282|SDCCAG8	ME3
neuron	83.0079045104735	6.86145980801647	ENSMUSG00000022095.9	protein_coding	KNOWN	ENSG00000158863.19	ENSG00000158863	FAM160B2	ENSMUSG00000022095	86	1	ENSG00000158863|FAM160B2	ME30
neuron	161.903570718964	76.9358530243114	ENSMUSG00000021057.11	protein_coding	KNOWN	ENSG00000179841.8	ENSG00000179841	AKAP5	ENSMUSG00000021057	62	1	ENSG00000179841|AKAP5	ME31
neuron	1645.76582691808	20.452586906486	ENSMUSG00000035640.14	protein_coding	KNOWN	ENSG00000099625.10	ENSG00000099625	C19orf26	ENSMUSG00000035640	73	1	ENSG00000099625|C19ORF26	ME31
neuron	2524.46085830216	6.52763001247492	ENSMUSG00000048644.7	protein_coding	KNOWN	ENSG00000178531.5	ENSG00000178531	CTXN1	ENSMUSG00000048644	96	1	ENSG00000178531|CTXN1	ME31
neuron	72.7738480466719	52.0789817289063	ENSMUSG00000032500.9	protein_coding	KNOWN	ENSG00000163673.6	ENSG00000163673	DCLK3	ENSMUSG00000032500	72	1	ENSG00000163673|DCLK3	ME31
neuron	30.6422405736799	9.65842753661175	ENSMUSG00000073805.4	protein_coding	KNOWN	ENSG00000188916.6	ENSG00000188916	FAM196A	ENSMUSG00000073805	84	1	ENSG00000188916|FAM196A	ME31
neuron	224.877994652757	8.57710208288988	ENSMUSG00000031137.13	protein_coding	KNOWN	ENSG00000129682.11	ENSG00000129682	FGF13	ENSMUSG00000031137	100	1	ENSG00000129682|FGF13	ME31
neuron	155.800237796749	12.2094672591911	ENSMUSG00000030209.10	protein_coding	KNOWN	ENSG00000273079.2	ENSG00000273079	GRIN2B	ENSMUSG00000030209	99	1	ENSG00000273079|GRIN2B	ME31
neuron	41.2722179369078	13.0534193975677	ENSMUSG00000051726.6	protein_coding	KNOWN	ENSG00000162975.4	ENSG00000162975	KCNF1	ENSMUSG00000051726	96	1	ENSG00000162975|KCNF1	ME31
neuron	65.9559149026988	70.9615461619205	ENSMUSG00000040412.12	protein_coding	KNOWN	ENSG00000116299.14	ENSG00000116299	KIAA1324	ENSMUSG00000040412	82	1	ENSG00000116299|KIAA1324	ME31
neuron	34.9882388432068	12.2921103378413	ENSMUSG00000041014.13	protein_coding	KNOWN	ENSG00000185737.10	ENSG00000185737	NRG3	ENSMUSG00000041014	92	1	ENSG00000185737|NRG3	ME31
neuron	48.3891600018465	18.4085909694624	ENSMUSG00000046204.9	protein_coding	KNOWN	ENSG00000240694.6	ENSG00000240694	PNMA2	ENSMUSG00000046204	78	1	ENSG00000240694|PNMA2	ME31
neuron	30.6582409396147	9.53628444837959	ENSMUSG00000038132.5	protein_coding	KNOWN	ENSG00000112183.12	ENSG00000112183	RBM24	ENSMUSG00000038132	99	1	ENSG00000112183|RBM24	ME31
neuron	29.5362188297626	24.9929103192672	ENSMUSG00000028139.5	protein_coding	KNOWN	ENSG00000178796.10	ENSG00000178796	RIIAD1	ENSMUSG00000028139	77	1	ENSG00000178796|RIIAD1	ME31
neuron	196.075171161867	17.5897764206915	ENSMUSG00000004961.6	protein_coding	KNOWN	ENSG00000129990.12	ENSG00000129990	SYT5	ENSMUSG00000004961	91	1	ENSG00000129990|SYT5	ME31
neuron	149.708094145434	37.169008390769	ENSMUSG00000000861.11	protein_coding	KNOWN	ENSG00000119866.18	ENSG00000119866	BCL11A	ENSMUSG00000000861	100	1	ENSG00000119866|BCL11A	ME32
neuron	179.777513922565	311.11294497654	ENSMUSG00000048251.11	protein_coding	KNOWN	ENSG00000127152.15	ENSG00000127152	BCL11B	ENSMUSG00000048251	92	1	ENSG00000127152|BCL11B	ME32
neuron	67.0400285820898	9.34254199188188	ENSMUSG00000000305.8	protein_coding	KNOWN	ENSG00000179242.13	ENSG00000179242	CDH4	ENSMUSG00000000305	92	1	ENSG00000179242|CDH4	ME32
